88	0.009476900100708008	0.001163482666015625
577	0.0671684741973877	0.007477760314941406
394	0.044623374938964844	0.005131244659423828
378	0.04297971725463867	0.004883766174316406
442	0.050330400466918945	0.005653858184814453
197	0.021576642990112305	0.002572298049926758
91	0.009808778762817383	0.0011577606201171875
83	0.008953094482421875	0.0010776519775390625
561	0.0650780200958252	0.007215738296508789
35	0.0036847591400146484	0.0004696846008300781
640	0.07505583763122559	0.008273839950561523
795	0.09509706497192383	0.010267972946166992
75	0.008170127868652344	0.0009655952453613281
237	0.02624988555908203	0.003073453903198242
536	0.06228804588317871	0.0069081783294677734
236	0.02624368667602539	0.0030188560485839844
177	0.019317150115966797	0.0022814273834228516
277	0.03076934814453125	0.0035848617553710938
301	0.033583879470825195	0.003892183303833008
338	0.03837895393371582	0.004344940185546875
901	0.11321020126342773	0.011696100234985352
180	0.019835233688354492	0.0023326873779296875
86	0.009357929229736328	0.001100301742553711
57	0.006123542785644531	0.0007281303405761719
53	0.005662202835083008	0.0006659030914306641
1059	0.1306135654449463	0.013481616973876953
1223	0.1548628807067871	0.015683889389038086
208	0.022891759872436523	0.0026471614837646484
46	0.004891157150268555	0.0005917549133300781
234	0.02590322494506836	0.002956390380859375
416	0.04695725440979004	0.005324602127075195
403	0.04560708999633789	0.00514674186706543
1204	0.15182232856750488	0.015534400939941406
242	0.026726722717285156	0.00311279296875
101	0.011062383651733398	0.0013337135314941406
812	0.0980525016784668	0.010469198226928711
423	0.04978156089782715	0.005445718765258789
191	0.02095198631286621	0.002526998519897461
33	0.0034646987915039062	0.0004076957702636719
1146	0.144425630569458	0.014987468719482422
673	0.07910633087158203	0.008683204650878906
581	0.06838655471801758	0.0075359344482421875
808	0.09732627868652344	0.010465860366821289
468	0.05361032485961914	0.0060384273529052734
719	0.08562326431274414	0.009360551834106445
1011	0.1249535083770752	0.013089179992675781
63	0.00677800178527832	0.0008130073547363281
114	0.012410402297973633	0.0015475749969482422
1258	0.16080284118652344	0.016379356384277344
257	0.028476476669311523	0.003276348114013672
777	0.09298348426818848	0.009992837905883789
591	0.06866621971130371	0.007592201232910156
784	0.09317541122436523	0.010011434555053711
476	0.05499410629272461	0.00616002082824707
309	0.03674459457397461	0.004596233367919922
54	0.005835294723510742	0.0006766319274902344
51	0.005467653274536133	0.0006468296051025391
30	0.003232717514038086	0.00037288665771484375
158	0.017261505126953125	0.002073049545288086
45	0.004770755767822266	0.0005686283111572266
89	0.009685993194580078	0.0011718273162841797
133	0.014576196670532227	0.0016903877258300781
72	0.0077326297760009766	0.0009734630584716797
73	0.007802009582519531	0.0009796619415283203
137	0.015047788619995117	0.001795053482055664
1725	0.23451566696166992	0.022467851638793945
181	0.020095109939575195	0.0023870468139648438
281	0.03171730041503906	0.0036160945892333984
438	0.05057024955749512	0.005736351013183594
847	0.10240054130554199	0.010840892791748047
197	0.021551847457885742	0.002554655075073242
399	0.04524064064025879	0.005135774612426758
41	0.004338502883911133	0.0005121231079101562
105	0.012424468994140625	0.0013680458068847656
72	0.0077610015869140625	0.0009090900421142578
407	0.04634857177734375	0.005242824554443359
635	0.07453632354736328	0.008188486099243164
909	0.11072635650634766	0.011795282363891602
766	0.09163951873779297	0.009851455688476562
1102	0.13767170906066895	0.014342784881591797
1006	0.17801809310913086	0.014534235000610352
